"r";"nsd_id";"election_year";"start";"end";"cabinet_name";"last_name";"first_name";"party";"election_date";"cause";"reshuffle";"prime_minister";"gender";"education";"duration";"birth";"pre45_exp";"CabinetType";"structure";"From";"To";"cabinet_duration";"CabinetPartiesNor";"year_start";"year_end";"post";"resigcalls";"resigcalls_cum";"rc_cum_lag";"rc_opposition";"rc_paper";"rc_organization";"rc_party";"rc_expert";"rc_citizens";"rc_voteofconf";"parl_start";"parlTen_cum";"youthCen";"youthLoc";"minister_exp_cum_y_lag";"parlTen_dum";"start_year";"age";"age_cen";"pm_name";"education_dum";"dur_start";"dur_end";"leave";"event2";"jurisdiction";"rc_paper_dum";"rc_party_dum";"rc_organization_dum";"rc_opposition_dum";"timeint"
"57";84;1957;1958-01-11;1960-04-23;"Gerhardsen V";"Bratteli";"Trygve Martin";"DNA";"1957-10-07";"Not dismissed";"0";0;"Male";"High school";833;1910;0;"Majority";"Single-party";1958-01-11;1961-09-30;1358;"Ap";1958;1960;"Finansminister";0;0;0;0;0;0;0;0;0;0;"1957-10-01";1485;0;1;4,20533880903491;1;1958;48;-1,16490166414523;"Gerhardsen";"Lower";0;833;0;0;"Finance";0;0;0;0;2,50030201838505
"58";84;1957;1960-04-23;1961-09-30;"Gerhardsen V";"Bratteli";"Trygve Martin";"DNA";"1957-10-07";"Not dismissed";"1";0;"Male";"High school";525;1910;0;"Majority";"Single-party";1958-01-11;1961-09-30;1358;"Ap";1960;1961;"Samferdselsminister";0;0;0;0;0;0;0;0;0;0;"1957-10-01";1485;0;1;6,48596851471595;1;1960;50;0,835098335854767;"Gerhardsen";"Lower";833;1358;0;0;"Transport";0;0;0;0;2,67185661501141
"59";84;1961;1961-10-01;1963-08-27;"Gerhardsen VI";"Bratteli";"Trygve Martin";"DNA";"1961-09-11";"Not dismissed";"0";0;"Male";"High school";695;1910;0;"Minority";"Single-party";1961-10-01;1963-08-27;695;"Ap";1961;1963;"Samferdselsminister";1;1;0;0;0;0;1;0;0;0;"1961-10-01";2132;0;1;7,9233401779603;1;1961;51;1,83509833585477;"Gerhardsen";"Lower";0;695;0;0;"Transport";0;1;0;0;2,76675379921515
"60";84;1961;1963-09-25;1964-01-20;"Gerhardsen VII";"Bratteli";"Trygve Martin";"DNA";"1961-09-11";"Unknown";"0";0;"Male";"High school";117;1910;0;"Minority";"Single-party";1963-09-25;1965-10-11;747;"Ap";1963;1964;"Kommunalminister";1;2;1;0;0;0;1;0;0;0;"1961-10-01";2132;0;1;9,82614647501711;1;1963;53;3,83509833585477;"Gerhardsen";"Lower";0;117;0;1;"Regional";0;1;0;0;2,88419254153021
"61";84;1969;1971-03-17;1972-10-17;"Bratteli I";"Bratteli";"Trygve Martin";"DNA";"1969-09-08";"Not dismissed";"0";1;"Male";"High school";580;1910;0;"Minority";"Single-party";1971-03-17;1972-10-17;580;"Ap";1971;1972;"Statsminister";1;3;2;1;0;0;0;0;0;0;"1969-10-01";4472;0;1;10,1464750171116;1;1971;61;11,8350983358548;"Bratteli";"Lower";0;580;0;0;"Prime minister";0;0;0;1;3,23330914918197
"62";84;1973;1973-10-16;1976-01-14;"Bratteli II";"Bratteli";"Trygve Martin";"DNA";"1973-10-10";"Not dismissed";"0";1;"Male";"High school";820;1910;0;"Minority";"Single-party";1973-10-16;1976-01-14;820;"Ap";1973;1976;"Statsminister";3;6;3;1;0;0;2;0;0;0;"1973-10-01";5111;0;1;11,7344284736482;1;1973;63;13,8350983358548;"Bratteli";"Lower";0;820;0;0;"Prime minister";0;1;0;1;3,33034495495376
"63";85;1981;1981-10-14;1983-06-07;"Willoch I";"Bratz";"Jens-Halvard";"H";"1981-10-14";"Not dismissed";"0";0;"Male";"Higher education";601;1920;0;"Minority";"Single-party";1981-10-14;1983-06-07;601;"H";1981;1983;"Industriminister";2;2;0;1;1;0;0;0;0;0;"1981-10-01";0;0;0;0;0;1981;61;11,8350983358548;"Willoch";"Higher";0;601;0;0;"Industry";1;0;0;1;3,58192058213912
"64";85;1981;1983-06-08;1983-09-16;"Willoch II";"Bratz";"Jens-Halvard";"H";"1981-10-14";"Unknown";"0";0;"Male";"Higher education";100;1920;0;"Majority";"Coalition";1983-06-08;1985-09-30;845;"H+KrF+Sp";1983;1983;"Industriminister";0;2;2;0;0;0;0;0;0;0;"1981-10-01";0;0;0;1,64544832306639;0;1983;63;13,8350983358548;"Willoch";"Higher";0;100;0;1;"Industry";0;0;0;0;3,62675644813121
"65";95;1945;1945-11-05;1947-12-06;"Gerhardsen II";"Brofoss";"Erik";"DNA";"1945-10-08";"Not dismissed";"0";0;"Male";"Higher education";761;1908;0;"Majority";"Single-party";1945-11-05;1950-01-10;1527;"Ap";1945;1947;"Finansminister";1;1;0;0;1;0;0;0;0;0;"1945-10-01";0;0;0;0;0;1945;37;-12,1649016641452;"Gerhardsen";"Higher";0;761;0;0;"Finance";1;0;0;0;-5,90058205063081
"66";95;1945;1947-12-06;1950-01-10;"Gerhardsen II";"Brofoss";"Erik";"DNA";"1945-10-08";"Not dismissed";"1";0;"Male";"Higher education";766;1908;0;"Majority";"Single-party";1945-11-05;1950-01-10;1527;"Ap";1947;1950;"Handelsminister";0;1;1;0;0;0;0;0;0;0;"1945-10-01";0;0;0;2,08350444900753;0;1947;39;-10,1649016641452;"Gerhardsen";"Higher";761;1527;0;0;"Trade";0;0;0;0;0,735364505055837
"67";95;1949;1950-01-11;1951-11-18;"Gerhardsen III";"Brofoss";"Erik";"DNA";"1949-10-10";"Not dismissed";"0";0;"Male";"Higher education";676;1908;0;"Majority";"Single-party";1950-01-11;1951-11-18;676;"Ap";1950;1951;"Handelsminister";2;3;1;0;1;0;0;0;0;1;"1949-10-01";0;0;0;4,18069815195072;0;1950;42;-7,16490166414523;"Gerhardsen";"Higher";0;676;0;0;"Trade";1;0;0;0;1,43178715529825
"68";95;1949;1951-11-19;1954-01-10;"Torp I";"Brofoss";"Erik";"DNA";"1949-10-10";"Not dismissed";"0";0;"Male";"Higher education";783;1908;0;"Majority";"Single-party";1951-11-19;1954-01-10;783;"Ap";1951;1954;"Handelsminister";0;3;3;0;0;0;0;0;0;0;"1949-10-01";0;0;0;6,03148528405202;0;1951;43;-6,16490166414523;"Torp";"Higher";0;783;0;0;"Trade";0;0;0;0;1,79835414918264
"69";95;1953;1954-01-11;1954-06-02;"Torp II";"Brofoss";"Erik";"DNA";"1953-10-12";"Unknown";"0";0;"Male";"Higher education";142;1908;0;"Majority";"Single-party";1954-01-11;1955-01-21;375;"Ap";1954;1954;"Handelsminister";0;3;3;0;0;0;0;0;0;0;"1953-10-01";0;0;0;8,17522245037645;0;1954;46;-3,16490166414523;"Torp";"Higher";0;142;0;1;"Trade";0;0;0;0;2,10244661575392
"70";99;1973;1974-09-06;1976-01-14;"Bratteli II";"Brundtland";"Gro Harlem";"DNA";"1973-10-10";"Not dismissed";"0";0;"Female";"Higher education";495;1939;0;"Minority";"Single-party";1973-10-16;1976-01-14;820;"Ap";1974;1976;"Miljøvernminister";0;0;0;0;0;0;0;0;0;0;"1973-10-01";0;0;0;0;0;1974;35;-14,1649016641452;"Bratteli";"Higher";325;820;0;0;"Environment";0;0;0;0;3,36168641420573
"71";99;1973;1976-01-15;1977-09-30;"Nordli I";"Brundtland";"Gro Harlem";"DNA";"1973-10-10";"Not dismissed";"0";0;"Female";"Higher education";624;1939;0;"Minority";"Single-party";1976-01-15;1977-09-30;624;"Ap";1976;1977;"Miljøvernminister";0;0;0;0;0;0;0;0;0;0;"1973-10-01";0;0;0;1,35523613963039;0;1976;37;-12,1649016641452;"Nordli";"Higher";0;624;0;0;"Environment";0;0;0;0;3,40770139567534
"72";99;1977;1977-10-01;1979-10-08;"Nordli II";"Brundtland";"Gro Harlem";"DNA";"1977-10-12";"Unkown";"0";0;"Female";"Higher education";737;1939;0;"Minority";"Single-party";1977-10-01;1981-02-03;1221;"Ap";1977;1979;"Miljøvernminister";0;0;0;0;0;0;0;0;0;0;"1977-10-01";485;0;0;3,06365503080082;1;1977;38;-11,1649016641452;"Nordli";"Higher";0;737;0;1;"Environment";0;0;0;0;3,46282269707221
"73";99;1977;1981-02-04;1981-10-13;"Brundtland I";"Brundtland";"Gro Harlem";"DNA";"1977-10-12";"Not dismissed";"0";1;"Female";"Higher education";251;1939;0;"Minority";"Single-party";1981-02-04;1981-10-13;251;"Ap";1981;1981;"Statsminister";0;0;0;0;0;0;0;0;0;0;"1977-10-01";485;0;0;5,08145106091718;1;1981;42;-7,16490166414523;"Brundtland";"Higher";0;251;0;0;"Prime minister";0;0;0;0;3,56253834178789
"74";99;1985;1986-05-09;1989-10-15;"Brundtland II";"Brundtland";"Gro Harlem";"DNA";"1985-09-09";"Not dismissed";"0";1;"Female";"Higher education";1255;1939;0;"Minority";"Single-party";1986-05-09;1989-10-15;1255;"Ap";1986;1989;"Statsminister";2;2;0;1;0;0;1;0;0;0;"1985-10-01";2152;0;0;5,76865160848734;1;1986;47;-2,16490166414523;"Brundtland";"Higher";0;1255;0;0;"Prime minister";0;1;0;1;3,70153010232154
"75";99;1989;1990-11-03;1993-09-30;"Brundtland III";"Brundtland";"Gro Harlem";"DNA";"1989-09-11";"Not dismissed";"0";1;"Female";"Higher education";1062;1939;0;"Minority";"Single-party";1990-11-03;1993-09-30;1062;"Ap";1990;1993;"Statsminister";2;4;2;1;0;0;1;0;0;0;"1989-10-01";2535;0;0;9,20465434633812;1;1990;51;1,83509833585477;"Brundtland";"Higher";0;1062;0;0;"Prime minister";0;1;0;1;3,80658643546751
"76";99;1993;1993-10-01;1996-10-24;"Brundtland IV";"Brundtland";"Gro Harlem";"DNA";"1993-09-13";"Not dismissed";"0";1;"Female";"Higher education";1119;1939;0;"Minority";"Single-party";1993-10-01;1996-10-24;1119;"Ap";1993;1996;"Statsminister";2;6;4;1;0;0;1;0;0;0;"1993-10-01";2875;0;0;12,1122518822724;1;1993;54;4,83509833585477;"Brundtland";"Higher";0;1119;0;0;"Prime minister";0;1;0;1;3,8692598170354
"77";101;1981;1983-06-17;1985-09-30;"Willoch II";"Brusletten";"Reidun";"KrF";"1981-10-14";"Not dismissed";"0";0;"Female";"Higher education";836;1936;0;"Majority";"Coalition";1983-06-08;1985-09-30;845;"H+KrF+Sp";1983;1985;"Bistandsminister";0;0;0;0;0;0;0;0;0;0;"1981-10-01";0;0;0;0;0;1983;47;-2,16490166414523;"Willoch";"Higher";9;845;0;0;"Foreign affairs";0;0;0;0;3,62741173229314
"78";101;1985;1985-10-01;1986-05-08;"Willoch III";"Brusletten";"Reidun";"KrF";"1985-09-09";"Not dismissed";"0";0;"Female";"Higher education";219;1936;0;"Minority";"Coalition";1985-10-01;1986-05-08;219;"H+KrF+Sp";1985;1986;"Bistandsminister";0;0;0;0;0;0;0;0;0;0;"1985-10-01";0;0;0;2,28884325804244;0;1985;49;-0,164901664145233;"Willoch";"Higher";0;219;0;0;"Foreign affairs";0;0;0;0;3,68654956886893
"79";103;1957;1961-02-18;1961-09-30;"Gerhardsen V";"Bruvik";"Olav";"DNA";"1957-10-07";"Not dismissed";"0";0;"Male";"High school";224;1913;0;"Majority";"Single-party";1958-01-11;1961-09-30;1358;"Ap";1961;1961;"Sosialminister";0;0;0;0;0;0;0;0;0;0;"1957-10-01";0;0;0;0;0;1961;48;-1,16490166414523;"Gerhardsen";"Lower";1134;1358;0;0;"Social";0;0;0;0;2,72725766087249
"80";103;1961;1961-10-01;1962-12-30;"Gerhardsen VI";"Bruvik";"Olav";"DNA";"1961-09-11";"Death";"0";0;"Male";"High school";455;1913;0;"Minority";"Single-party";1961-10-01;1963-08-27;695;"Ap";1961;1962;"Sosialminister";1;1;0;0;1;0;0;0;0;0;"1961-10-01";0;0;0;0,613278576317591;0;1961;48;-1,16490166414523;"Gerhardsen";"Lower";0;455;0;0;"Social";1;0;0;0;2,76675379921515
"81";105;1969;1972-10-18;1973-10-15;"Korvald I";"Bræk";"Ola Skjåk";"V";"1969-09-08";"Not dismissed";"0";0;"Male";"Higher education";362;1912;0;"Minority";"Coalition";1972-10-18;1973-10-15;362;"KrF+Sp+V";1972;1973;"Industriminister";1;1;0;0;1;0;0;0;0;0;"1969-10-01";0;0;0;0;0;1972;60;10,8350983358548;"Korvald";"Higher";0;362;0;0;"Industry";1;0;0;0;3,29413694044242
"82";109;1953;1955-08-01;1958-01-10;"Gerhardsen IV";"Bråthen";"Gunnar";"DNA";"1953-10-12";"Not dismissed";"0";0;"Male";"High school";893;1896;0;"Majority";"Single-party";1955-01-22;1958-01-10;1084;"Ap";1955;1958;"Prisminister";0;0;0;0;0;0;0;0;0;0;"1953-10-01";0;0;0;0;0;1955;59;9,83509833585477;"Gerhardsen";"Lower";191;1084;0;0;"Finance";0;0;0;0;2,27609072131765
"83";109;1957;1958-01-11;1959-04-09;"Gerhardsen V";"Bråthen";"Gunnar";"DNA";"1957-10-07";"Unknown";"0";0;"Male";"High school";453;1896;0;"Majority";"Single-party";1958-01-11;1961-09-30;1358;"Ap";1958;1959;"Familie- og forbruksminister";0;0;0;0;0;0;0;0;0;0;"1957-10-01";0;0;0;2,44490075290897;0;1958;62;12,8350983358548;"Gerhardsen";"Lower";0;453;0;1;"Social";0;0;0;0;2,50030201838505
"84";116;1977;1979-10-08;1981-02-03;"Nordli II";"Bye";"Ronald Joseph";"DNA";"1977-10-12";"Not dismissed";"0";0;"Male";"High school";484;1937;0;"Minority";"Single-party";1977-10-01;1981-02-03;1221;"Ap";1979;1981;"Samferdselsminister";0;0;0;0;0;0;0;0;0;0;"1977-10-01";0;0;0;0;0;1979;42;-7,16490166414523;"Nordli";"Lower";737;1221;0;0;"Transport";0;0;0;0;3,52414363098568
"85";116;1977;1981-02-04;1981-10-13;"Brundtland I";"Bye";"Ronald Joseph";"DNA";"1977-10-12";"Not dismissed";"0";0;"Male";"High school";251;1937;0;"Minority";"Single-party";1981-02-04;1981-10-13;251;"Ap";1981;1981;"Samferdselsminister";0;0;0;0;0;0;0;0;0;0;"1977-10-01";0;0;0;1,32511978097194;0;1981;44;-5,16490166414523;"Brundtland";"Lower";0;251;0;0;"Transport";0;0;0;0;3,56253834178789
"86";117;1957;1959-04-09;1961-09-30;"Gerhardsen V";"Bøe";"Gunnar";"DNA";"1957-10-07";"Not dismissed";"0";0;"Male";"Higher education";905;1917;0;"Majority";"Single-party";1958-01-11;1961-09-30;1358;"Ap";1959;1961;"Prisminister";0;0;0;0;0;0;0;0;0;0;"1957-10-01";0;0;0;0;0;1959;42;-7,16490166414523;"Gerhardsen";"Higher";453;1358;0;0;"Finance";0;0;0;0;2,59722442698524
"87";117;1961;1961-10-01;1962-09-01;"Gerhardsen VI";"Bøe";"Gunnar";"DNA";"1961-09-11";"Unknown";"0";0;"Male";"Higher education";335;1917;0;"Minority";"Single-party";1961-10-01;1963-08-27;695;"Ap";1961;1962;"Prisminister";1;1;0;0;1;0;0;0;0;0;"1961-10-01";0;0;0;2,47775496235455;0;1961;44;-5,16490166414523;"Gerhardsen";"Higher";0;335;0;1;"Finance";1;0;0;0;2,76675379921515
"88";118;1985;1986-05-09;1989-10-15;"Brundtland II";"Bøsterud";"Helen Marie";"DNA";"1985-09-09";"Not dismissed";"0";0;"Female";"Higher education";1255;1940;0;"Minority";"Single-party";1986-05-09;1989-10-15;1255;"Ap";1986;1989;"Justisminister";5;5;0;1;2;0;1;1;0;0;"1985-10-01";762;0;0;0;1;1986;46;-3,16490166414523;"Brundtland";"Higher";0;1255;0;0;"Justice";1;1;0;1;3,70153010232154
"89";120;1957;1958-09-01;1961-09-30;"Gerhardsen V";"Cappelen";"Andreas Zeier";"DNA";"1957-10-07";"Not dismissed";"0";0;"Male";"Higher education";1125;1915;0;"Majority";"Single-party";1958-01-11;1961-09-30;1358;"Ap";1958;1961;"Kommunalminister";0;0;0;0;0;0;0;0;0;0;"1957-10-01";0;0;0;0;0;1958;43;-6,16490166414523;"Gerhardsen";"Higher";233;1358;0;0;"Regional";0;0;0;0;2,5513256740868
"90";120;1961;1961-10-01;1963-02-04;"Gerhardsen VI";"Cappelen";"Andreas Zeier";"DNA";"1961-09-11";"Not dismissed";"0";0;"Male";"Higher education";491;1915;0;"Minority";"Single-party";1961-10-01;1963-08-27;695;"Ap";1961;1963;"Kommunalminister";0;0;0;0;0;0;0;0;0;0;"1961-10-01";0;0;0;3,08008213552361;0;1961;46;-3,16490166414523;"Gerhardsen";"Higher";0;491;0;0;"Regional";0;0;0;0;2,76675379921515
"91";120;1961;1963-02-04;1963-08-27;"Gerhardsen VI";"Cappelen";"Andreas Zeier";"DNA";"1961-09-11";"Not dismissed";"1";0;"Male";"Higher education";204;1915;0;"Minority";"Single-party";1961-10-01;1963-08-27;695;"Ap";1963;1963;"Finansminister";0;0;0;0;0;0;0;0;0;0;"1961-10-01";0;0;0;4,42436687200548;0;1963;48;-1,16490166414523;"Gerhardsen";"Higher";491;695;0;0;"Finance";0;0;0;0;2,84788157931125
"92";120;1961;1963-09-25;1965-10-11;"Gerhardsen VII";"Cappelen";"Andreas Zeier";"DNA";"1961-09-11";"Not dismissed";"0";0;"Male";"Higher education";747;1915;0;"Minority";"Single-party";1963-09-25;1965-10-11;747;"Ap";1963;1965;"Finansminister";0;0;0;0;0;0;0;0;0;0;"1961-10-01";0;0;0;4,98288843258042;0;1963;48;-1,16490166414523;"Gerhardsen";"Higher";0;747;0;0;"Finance";0;0;0;0;2,88419254153021
"93";120;1969;1971-03-17;1972-10-17;"Bratteli I";"Cappelen";"Andreas Zeier";"DNA";"1969-09-08";"Not dismissed";"0";0;"Male";"Higher education";580;1915;0;"Minority";"Single-party";1971-03-17;1972-10-17;580;"Ap";1971;1972;"Utenriksminister";0;0;0;0;0;0;0;0;0;0;"1969-10-01";0;0;0;7,0280629705681;0;1971;56;6,83509833585477;"Bratteli";"Higher";0;580;0;0;"Foreign affairs";0;0;0;0;3,23330914918197
"94";120;1977;1979-10-08;1980-10-03;"Nordli II";"Cappelen";"Andreas Zeier";"DNA";"1977-10-12";"Unkown";"0";0;"Male";"Higher education";361;1915;0;"Minority";"Single-party";1977-10-01;1981-02-03;1221;"Ap";1979;1980;"Justisminister";0;0;0;0;0;0;0;0;0;0;"1977-10-01";0;0;0;8,61601642710472;0;1979;64;14,8350983358548;"Nordli";"Higher";737;1098;0;1;"Justice";0;0;0;0;3,52414363098568
"95";122;1945;1945-11-05;1950-01-10;"Gerhardsen II";"Carlsen";"Reidar";"DNA";"1945-10-08";"Not dismissed";"0";0;"Male";"High school";1527;1908;0;"Majority";"Single-party";1945-11-05;1950-01-10;1527;"Ap";1945;1950;"Fiskeriminister";2;2;0;0;2;0;0;0;0;0;"1945-10-01";3;0;1;0;1;1945;37;-12,1649016641452;"Gerhardsen";"Lower";0;1527;0;0;"Sea and fish";1;0;0;0;-5,90058205063081
"96";122;1949;1950-01-11;1951-11-18;"Gerhardsen III";"Carlsen";"Reidar";"DNA";"1949-10-10";"Not dismissed";"0";0;"Male";"High school";676;1908;0;"Majority";"Single-party";1950-01-11;1951-11-18;676;"Ap";1950;1951;"Fiskeriminister";0;2;2;0;0;0;0;0;0;0;"1949-10-01";787;0;1;4,18069815195072;1;1950;42;-7,16490166414523;"Gerhardsen";"Lower";0;676;0;0;"Sea and fish";0;0;0;0;1,43178715529825
"97";124;1969;1971-03-17;1972-10-17;"Bratteli I";"Christiansen";"Ragnar";"DNA";"1969-09-08";"Not dismissed";"0";0;"Male";"High school";580;1922;0;"Minority";"Single-party";1971-03-17;1972-10-17;580;"Ap";1971;1972;"Finansminister";0;0;0;0;0;0;0;0;0;0;"1969-10-01";5263;0;1;0;1;1971;49;-0,164901664145233;"Bratteli";"Lower";0;580;0;0;"Finance";0;0;0;0;3,23330914918197
"98";124;1973;1976-01-15;1977-09-30;"Nordli I";"Christiansen";"Ragnar";"DNA";"1973-10-10";"Not dismissed";"0";0;"Male";"High school";624;1922;0;"Minority";"Single-party";1976-01-15;1977-09-30;624;"Ap";1976;1977;"Samferdselsminister";0;0;0;0;0;0;0;0;0;0;"1973-10-01";6100;0;1;1,58795345653662;1;1976;54;4,83509833585477;"Nordli";"Lower";0;624;0;0;"Transport";0;0;0;0;3,40770139567534
"99";124;1977;1977-10-01;1978-01-11;"Nordli II";"Christiansen";"Ragnar";"DNA";"1977-10-12";"Unkown";"0";0;"Male";"High school";102;1922;0;"Minority";"Single-party";1977-10-01;1981-02-03;1221;"Ap";1977;1978;"Samferdselsminister";0;0;0;0;0;0;0;0;0;0;"1977-10-01";6100;0;0;3,29637234770705;1;1977;55;5,83509833585477;"Nordli";"Lower";0;102;0;1;"Transport";0;0;0;0;3,46282269707221
"100";133;1989;1989-10-16;1990-11-02;"Syse I";"Ditlev-Simonsen";"Per";"H";"1989-09-11";"Not dismissed";"0";0;"Male";"Higher education";382;1932;0;"Minority";"Coalition";1989-10-16;1990-11-02;382;"H+KrF+Sp";1989;1990;"Forsvarsminister";0;0;0;0;0;0;0;0;0;0;"1989-10-01";0;0;0;0;0;1989;57;7,83509833585477;"Syse";"Higher";0;382;0;0;"Defence";0;0;0;0;3,783006680756
"101";137;1949;1951-06-29;1951-11-11;"Gerhardsen III";"Drogseth";"Arne Gulbrand";"DNA";"1949-10-10";"Konstituert";"0";0;"Male";"Higher education";135;1893;0;"Majority";"Single-party";1950-01-11;1951-11-18;676;"Ap";1951;1951;"Industriminister";0;0;0;0;0;0;0;0;0;0;"1949-10-01";0;0;0;0;0;1951;58;8,83509833585477;"Gerhardsen";"Higher";534;669;0;1;"Industry";0;0;0;0;1,73133446244044
"102";142;1997;1997-10-17;1999-03-15;"Bondevik I";"Dørum";"Odd Einar";"V";"1997-09-15";"Not dismissed";"0";0;"Male";"Higher education";514;1943;0;"Minority";"Coalition";1997-10-17;2000-03-16;881;"KrF+Sp+V";1997;1999;"Samferdselsminister";0;0;0;0;0;0;0;0;0;0;"1997-10-01";2040;1;1;0;1;1997;54;4,83509833585477;"Bondevik";"Higher";0;514;0;0;"Transport";0;0;0;0;3,95029555163302
"103";142;1997;1999-03-15;2000-03-16;"Bondevik I";"Dørum";"Odd Einar";"V";"1997-09-15";"Not dismissed";"1";0;"Male";"Higher education";367;1943;0;"Minority";"Coalition";1997-10-17;2000-03-16;881;"KrF+Sp+V";1999;2000;"Justisminister";0;0;0;0;0;0;0;0;0;0;"1997-10-01";2040;1;1;1,4072553045859;1;1999;56;6,83509833585477;"Bondevik";"Higher";514;881;0;0;"Justice";0;0;0;0;3,97702343219122
"104";142;2001;2001-10-19;2005-10-16;"Bondevik II";"Dørum";"Odd Einar";"V";"2001-09-10";"Not dismissed";"0";0;"Male";"Higher education";1458;1943;0;"Minority";"Coalition";2001-10-19;2005-10-16;1458;"H+KrF+V";2001;2005;"Justisminister";1;1;0;1;0;0;0;0;0;0;"2001-10-01";2059;1;1;2,41204654346338;1;2001;58;8,83509833585477;"Bondevik";"Higher";0;1458;0;0;"Justice";0;0;0;1;4,02456914154135
"105";146;1973;1976-01-15;1977-09-30;"Nordli I";"Egeland";"Kjølv";"DNA";"1973-10-10";"Not dismissed";"0";0;"Male";"Higher education";624;1918;0;"Minority";"Single-party";1976-01-15;1977-09-30;624;"Ap";1976;1977;"Kirke- og undervisningsminister";0;0;0;0;0;0;0;0;0;0;"1973-10-01";0;0;0;0;0;1976;58;8,83509833585477;"Nordli";"Higher";0;624;0;0;"Education";0;0;0;0;3,40770139567534
"106";146;1977;1977-10-01;1979-10-08;"Nordli II";"Egeland";"Kjølv";"DNA";"1977-10-12";"Unkown";"0";0;"Male";"Higher education";737;1918;0;"Minority";"Single-party";1977-10-01;1981-02-03;1221;"Ap";1977;1979;"Kirke- og undervisningsminister";0;0;0;0;0;0;0;0;0;0;"1977-10-01";0;0;0;1,70841889117043;0;1977;59;9,83509833585477;"Nordli";"Higher";0;737;0;1;"Education";0;0;0;0;3,46282269707221
"107";151;1985;1986-05-09;1989-10-10;"Brundtland II";"Eidem";"Bjarne Mørk";"DNA";"1985-09-09";"Unknown";"0";0;"Male";"Higher education";1250;1936;0;"Minority";"Single-party";1986-05-09;1989-10-15;1255;"Ap";1986;1989;"Fiskeriminister";1;1;0;0;0;0;1;0;0;0;"1985-10-01";6065;0;1;0;1;1986;50;0,835098335854767;"Brundtland";"Higher";0;1250;0;1;"Sea and fish";0;1;0;0;3,70153010232154
"108";153;1969;1970-08-21;1971-03-16;"Borten II";"Eika";"Hallvard";"V";"1969-09-08";"Not dismissed";"0";0;"Male";"Higher education";207;1920;0;"Majority";"Coalition";1969-10-01;1971-03-16;531;"H+Sp+KrF+V";1970;1971;"Landbruksminister";0;0;0;0;0;0;0;0;0;0;"1969-10-01";905;0;0;0;1;1970;50;0,835098335854767;"Borten";"Higher";324;531;0;0;"Agriculture";0;0;0;0;3,21060074981216
"109";153;1969;1972-10-18;1973-10-15;"Korvald I";"Eika";"Hallvard";"V";"1969-09-08";"Not dismissed";"0";0;"Male";"Higher education";362;1920;0;"Minority";"Coalition";1972-10-18;1973-10-15;362;"KrF+Sp+V";1972;1973;"Handelsminister";2;2;0;1;1;0;0;0;0;0;"1969-10-01";905;0;0;0,566735112936345;1;1972;52;2,83509833585477;"Korvald";"Higher";0;362;0;0;"Trade";1;0;0;1;3,29413694044242
"110";159;1969;1970-10-03;1971-03-16;"Borten II";"Endresen";"Egil";"H";"1969-09-08";"Not dismissed";"0";0;"Male";"Higher education";164;1920;0;"Majority";"Coalition";1969-10-01;1971-03-16;531;"H+Sp+KrF+V";1970;1971;"Justisminister";0;0;0;0;0;0;0;0;0;0;"1969-10-01";2757;0;0;0;1;1970;50;0,835098335854767;"Borten";"Higher";367;531;0;0;"Justice";0;0;0;0;3,21533774572588
"111";176;1973;1973-10-16;1974-09-27;"Bratteli II";"Evensen";"Jens Ingebret";"DNA";"1973-10-10";"Not dismissed";"0";0;"Male";"Higher education";346;1917;0;"Minority";"Single-party";1973-10-16;1976-01-14;820;"Ap";1973;1974;"Handelsminister";0;0;0;0;0;0;0;0;0;0;"1973-10-01";0;0;0;0;0;1973;56;6,83509833585477;"Bratteli";"Higher";0;346;0;0;"Trade";0;0;0;0;3,33034495495376
"112";176;1973;1974-09-27;1976-01-14;"Bratteli II";"Evensen";"Jens Ingebret";"DNA";"1973-10-10";"Not dismissed";"1";0;"Male";"Higher education";474;1917;0;"Minority";"Single-party";1973-10-16;1976-01-14;820;"Ap";1974;1976;"Havrettsminister";0;0;0;0;0;0;0;0;0;0;"1973-10-01";0;0;0;0,947296372347707;0;1974;57;7,83509833585477;"Bratteli";"Higher";346;820;0;0;"Sea and fish";0;0;0;0;3,3636781633348
"113";176;1973;1976-01-15;1977-09-30;"Nordli I";"Evensen";"Jens Ingebret";"DNA";"1973-10-10";"Not dismissed";"0";0;"Male";"Higher education";624;1917;0;"Minority";"Single-party";1976-01-15;1977-09-30;624;"Ap";1976;1977;"Havrettsminister";1;1;0;0;1;0;0;0;0;0;"1973-10-01";0;0;0;2,24503764544832;0;1976;59;9,83509833585477;"Nordli";"Higher";0;624;0;0;"Sea and fish";1;0;0;0;3,40770139567534
"114";176;1977;1977-10-01;1978-12-31;"Nordli II";"Evensen";"Jens Ingebret";"DNA";"1977-10-12";"Unkown";"0";0;"Male";"Higher education";456;1917;0;"Minority";"Single-party";1977-10-01;1981-02-03;1221;"Ap";1977;1978;"Havrettsminister";1;2;1;0;1;0;0;0;0;0;"1977-10-01";0;0;0;3,95345653661875;0;1977;60;10,8350983358548;"Nordli";"Higher";0;456;0;1;"Sea and fish";1;0;0;0;3,46282269707221
